employee_id,institution_id,project_id,job_role_id,dob,gender,years_of_experience,department,primary_language,ethinicity,attended_educational_institutes,performance_score,performance_class,predicted_performance_score,predicted_performance_class,no_nopay_leave,average_response_time,meetings_attended,learning_hours,team_interaction_frequency,avg_punctuality,avg_problem_solving,avg_leadership,avg_collaboration,avg_communication,avg_overall_behavior_rating,manager_behavior_rating,peer_behavior_rating,subordinate_behavior_rating,feedback_text_combined,sentiment_proxy_score,communication_keyword_score,leadership_keyword_score,collaboration_keyword_score,rating_variance,leadership_pattern,productivity_pattern,communication_pattern,collaboration_pattern,learning_pattern,overall_behavior_pattern
E011,I01,P002,SE,1985-05-02,F,4,Engineering,Sinhala,Sinhalese,['DS Senanayake'],61.02,Medium,61.59,Medium,3,36,32,8,3,4.0,1.6666666666666667,3.3333333333333335,4.666666666666667,5.0,3.733333333333333,3.4,4.0,3.8,"She has completed assigned responsibilities at an acceptable level, but stronger follow-through would improve overall contribution. Communication is clear and timely, which helps the team understand progress and risks. Problem solving needs development, particularly when issues are unclear or require independent analysis. In software engineering tasks, she supports debugging discussions, but should take more ownership during complex defects. Further improvement should be tracked through upcoming sprint outcomes and communication patterns. Overall, she meets many expectations, but more consistency would make the appraisal stronger. She contributes to the team, but there are moments where clearer coordination would make collaboration easier. Collaboration is effective, and team members are usually included in relevant discussions. Problem solving needs development, particularly when issues are unclear or require independent analysis. In software engineering tasks, she writes maintainable code, but could document changes more consistently. The team can work with her effectively when expectations are clear. Overall, she meets many expectations, but more consistency would make the appraisal stronger. She helps the team progress, but there are areas where communication and delegation could improve. Collaboration is effective, and team members are usually included in relevant discussions. Problem solving needs development, particularly when issues are unclear or require independent analysis. In software engineering tasks, she supports debugging discussions, but needs to improve estimation accuracy. She usually treats questions professionally, but more open discussion would help junior members. Overall, she meets many expectations, but more consistency would make the appraisal stronger.",0.19,8,1,15,0.09,Emerging Leadership Pattern,Stable Productivity Pattern,Moderate Communication Pattern,Moderate Collaboration Pattern,Moderate Learning Pattern,Balanced Contributor
E012,I01,P002,SE,1985-06-12,M,12,Engineering,Sinhala,Tamil,['Visakha Vidyalaya'],65.55,Medium,65.87,Medium,3,46,17,15,5,4.0,3.3333333333333335,1.6666666666666667,4.333333333333333,4.0,3.466666666666667,3.0,3.6,3.8,"He requires closer follow-up to ensure assigned responsibilities are completed with the expected level of quality. Leadership impact is limited, and more ownership is needed during planning and decision-making. Communication is generally understandable, but updates are not always timely or complete. In software engineering tasks, he shows potential, but sometimes delays status updates. Further improvement should be tracked through upcoming sprint outcomes and communication patterns. Overall, he needs focused improvement and closer review in the next appraisal cycle. Working with him is generally manageable, although communication and follow-up can vary depending on workload. Collaboration is effective, and team members are usually included in relevant discussions. Leadership impact is limited, and more ownership is needed during planning and decision-making. In software engineering tasks, he supports debugging discussions, but sometimes delays status updates. He is generally approachable, although response quality changes when workload increases. Overall, he meets many expectations, but more consistency would make the appraisal stronger. He provides direction when needed, but the level of guidance can vary depending on project pressure. Time discipline is a strength, and scheduled discussions or deliverables are usually respected. Leadership impact is limited, and more ownership is needed during planning and decision-making. In software engineering tasks, he supports debugging discussions, but needs to improve estimation accuracy. The guidance received from him influences how confidently others handle their tasks. Overall, he meets many expectations, but more consistency would make the appraisal stronger.",-0.12,12,12,5,0.17,Low Leadership Visibility,Stable Productivity Pattern,Moderate Communication Pattern,Strong Team Collaboration Pattern,Active Learning Pattern,Learning-Oriented Contributor
E013,I01,P002,QA,1987-01-04,F,12,QA,English,Tamil,['Ananda College'],72.53,Medium,71.79,Medium,2,60,18,6,5,2.6666666666666665,5.0,2.6666666666666665,2.6666666666666665,2.3333333333333335,3.0666666666666664,3.2,3.0,3.0,"She has completed assigned responsibilities at an acceptable level, but stronger follow-through would improve overall contribution. Problem solving is strong, especially when unexpected issues require practical decisions. Communication should improve because missing or late updates can delay decisions. In quality assurance responsibilities, she supports release validation well, but sometimes needs faster turnaround on retesting. This assessment is based on observed delivery, team interaction, and the quality of contribution during the cycle. Overall, she meets many expectations, but more consistency would make the appraisal stronger. She has technical or functional ability, but gaps in coordination sometimes create additional effort for others. Communication should improve because missing or late updates can delay decisions. Leadership impact is limited, and more ownership is needed during planning and decision-making. In quality assurance responsibilities, she shows potential, but needs stronger attention to edge cases. She is generally approachable, although response quality changes when workload increases. Overall, she needs focused improvement and closer review in the next appraisal cycle. From a subordinate perspective, she needs to improve communication around decisions and expectations. Collaboration needs improvement because gaps in follow-up can create confusion for others. Punctuality needs improvement because delays sometimes affect coordination and planning. In quality assurance responsibilities, she shows potential, but should communicate blockers earlier. She usually treats questions professionally, but more open discussion would help junior members. Overall, she needs focused improvement and closer review in the next appraisal cycle.",-0.54,6,7,6,0.01,Low Leadership Visibility,Stable Productivity Pattern,Communication Improvement Needed,Collaboration Support Needed,Moderate Learning Pattern,Communication Development Required
E014,I01,P002,DevOps,1995-08-06,M,9,Operations,Sinhala,Tamil,['Nalanda College'],62.15,Medium,62.67,Medium,0,47,15,8,4,2.3333333333333335,4.0,3.6666666666666665,4.666666666666667,4.666666666666667,3.8666666666666667,3.6,4.2,3.8,"He has completed assigned responsibilities at an acceptable level, but stronger follow-through would improve overall contribution. Collaboration is effective, and team members are usually included in relevant discussions. Leadership impact is limited, and more ownership is needed during planning and decision-making. In DevOps and operational responsibilities, he supports automation tasks effectively, but sometimes needs faster escalation during incidents. The rating reflects both measurable work output and observed behaviour in project situations. Overall, he meets many expectations, but more consistency would make the appraisal stronger. Working with him has generally been a positive experience because he contributes constructively during team tasks. Leadership is visible through initiative, guidance, and willingness to take responsibility. Collaboration is effective, and team members are usually included in relevant discussions. In DevOps and operational responsibilities, he keeps environments stable and shows awareness of how his work affects project delivery. The team can work with him effectively when expectations are clear. Overall, he is viewed as a dependable contributor, with only minor areas to refine as responsibilities increase. He provides direction when needed, but the level of guidance can vary depending on project pressure. Problem solving is strong, especially when unexpected issues require practical decisions. Punctuality is mostly acceptable, although occasional delays should be communicated earlier. In DevOps and operational responsibilities, he supports automation tasks effectively, but needs more proactive monitoring follow-up. Team members benefit when he explains decisions clearly instead of only giving instructions. Overall, he meets many expectations, but more consistency would make the appraisal stronger.",0.5,2,11,12,0.09,Emerging Leadership Pattern,Stable Productivity Pattern,Moderate Communication Pattern,Strong Team Collaboration Pattern,Moderate Learning Pattern,Balanced Contributor
E015,I02,P003,PM,2002-12-11,M,5,Management,English,Tamil,['Holy Family'],67.12,Medium,66.92,Medium,0,52,19,5,3,2.3333333333333335,4.666666666666667,4.666666666666667,5.0,4.0,4.133333333333334,4.2,4.2,4.0,"He has maintained a reliable standard of work and has contributed positively to project outcomes. Problem solving is strong, especially when unexpected issues require practical decisions. Leadership is visible through initiative, guidance, and willingness to take responsibility. In project management responsibilities, he tracks project risks carefully and shows awareness of how his work affects project delivery. Further improvement should be tracked through upcoming sprint outcomes and communication patterns. Overall, he is viewed as a dependable contributor, with only minor areas to refine as responsibilities increase. As a peer, I find him reliable during collaborative work and willing to support others when issues arise. Problem solving is strong, especially when unexpected issues require practical decisions. Leadership is visible through initiative, guidance, and willingness to take responsibility. In project management responsibilities, he keeps the team aligned and shows awareness of how his work affects project delivery. He is generally approachable, although response quality changes when workload increases. Overall, he is viewed as a dependable contributor, with only minor areas to refine as responsibilities increase. He helps the team progress, but there are areas where communication and delegation could improve. Collaboration is effective, and team members are usually included in relevant discussions. Punctuality is mostly acceptable, although occasional delays should be communicated earlier. In project management responsibilities, he keeps the team aligned, but sometimes centralizes discussion. He usually treats questions professionally, but more open discussion would help junior members. Overall, he meets many expectations, but more consistency would make the appraisal stronger.",0.69,5,10,10,0.01,Strong Leadership Pattern,Stable Productivity Pattern,Moderate Communication Pattern,Moderate Collaboration Pattern,Moderate Learning Pattern,Balanced Contributor
E016,I02,P003,SE,1994-02-25,M,2,Engineering,Tamil,Sinhalese,['Visakha Vidyalaya'],67.47,Medium,71.93,Medium,1,30,25,11,2,4.666666666666667,4.666666666666667,3.0,3.0,3.0,3.6666666666666665,3.8,3.4,3.8,"He has met most expectations during this cycle, although there are still areas where consistency can improve. Time discipline is a strength, and scheduled discussions or deliverables are usually respected. Communication is generally understandable, but updates are not always timely or complete. In software engineering tasks, he supports debugging discussions, but could document changes more consistently. The rating reflects both measurable work output and observed behaviour in project situations. Overall, he meets many expectations, but more consistency would make the appraisal stronger. He contributes to the team, but there are moments where clearer coordination would make collaboration easier. Time discipline is a strength, and scheduled discussions or deliverables are usually respected. Collaboration needs improvement because gaps in follow-up can create confusion for others. In software engineering tasks, he supports debugging discussions, but should take more ownership during complex defects. He is generally approachable, although response quality changes when workload increases. Overall, he meets many expectations, but more consistency would make the appraisal stronger. He helps the team progress, but there are areas where communication and delegation could improve. Time discipline is a strength, and scheduled discussions or deliverables are usually respected. Communication is generally understandable, but updates are not always timely or complete. In software engineering tasks, he writes maintainable code, but sometimes delays status updates. He usually treats questions professionally, but more open discussion would help junior members. Overall, he meets many expectations, but more consistency would make the appraisal stronger.",0.33,13,1,8,0.05,Emerging Leadership Pattern,Stable Productivity Pattern,Moderate Communication Pattern,Moderate Collaboration Pattern,Active Learning Pattern,Learning-Oriented Contributor
E017,I02,P003,SE,1998-07-22,M,4,Engineering,Sinhala,Sinhalese,['Holy Family'],67.87,Medium,66.7,Medium,4,43,14,14,2,1.3333333333333333,2.0,2.6666666666666665,5.0,2.3333333333333335,2.6666666666666665,2.6,2.8,2.6,"He requires closer follow-up to ensure assigned responsibilities are completed with the expected level of quality. Problem solving needs development, particularly when issues are unclear or require independent analysis. Communication should improve because missing or late updates can delay decisions. In software engineering tasks, he shows potential, but needs to improve estimation accuracy. Further improvement should be tracked through upcoming sprint outcomes and communication patterns. Overall, he needs focused improvement and closer review in the next appraisal cycle. Working with him can be challenging when deadlines are tight because updates are sometimes delayed. Punctuality needs improvement because delays sometimes affect coordination and planning. Leadership impact is limited, and more ownership is needed during planning and decision-making. In software engineering tasks, he shows potential, but should take more ownership during complex defects. The team can work with him effectively when expectations are clear. Overall, he needs focused improvement and closer review in the next appraisal cycle. From a subordinate perspective, he needs to improve communication around decisions and expectations. Punctuality needs improvement because delays sometimes affect coordination and planning. Communication should improve because missing or late updates can delay decisions. In software engineering tasks, he shows potential, but could document changes more consistently. The guidance received from him influences how confidently others handle their tasks. Overall, he needs focused improvement and closer review in the next appraisal cycle.",-0.7,7,8,3,0.01,Low Leadership Visibility,Stable Productivity Pattern,Communication Improvement Needed,Moderate Collaboration Pattern,Active Learning Pattern,Communication Development Required
E018,I02,P003,QA,1990-07-11,F,2,QA,Tamil,Sinhalese,['Jaffna Hindu'],58.62,Medium,59.87,Medium,0,31,17,9,5,2.6666666666666665,2.0,4.0,3.3333333333333335,4.666666666666667,3.3333333333333335,3.4,3.0,3.6,"She has met most expectations during this cycle, although there are still areas where consistency can improve. Collaboration is effective, and team members are usually included in relevant discussions. Punctuality needs improvement because delays sometimes affect coordination and planning. In quality assurance responsibilities, she identifies defects clearly, but needs stronger attention to edge cases. This assessment is based on observed delivery, team interaction, and the quality of contribution during the cycle. Overall, she meets many expectations, but more consistency would make the appraisal stronger. As a peer, I feel she needs to improve consistency in communication and task ownership. Problem solving needs development, particularly when issues are unclear or require independent analysis. Collaboration needs improvement because gaps in follow-up can create confusion for others. In quality assurance responsibilities, she shows potential, but needs stronger attention to edge cases. The team can work with her effectively when expectations are clear. Overall, she needs focused improvement and closer review in the next appraisal cycle. She helps the team progress, but there are areas where communication and delegation could improve. Communication is clear and timely, which helps the team understand progress and risks. Collaboration is acceptable, although coordination could be more proactive. In quality assurance responsibilities, she supports release validation well, but needs stronger attention to edge cases. Team members benefit when she explains decisions clearly instead of only giving instructions. Overall, she meets many expectations, but more consistency would make the appraisal stronger.",-0.1,4,2,15,0.09,Strong Leadership Pattern,Stable Productivity Pattern,Moderate Communication Pattern,Moderate Collaboration Pattern,Moderate Learning Pattern,Balanced Contributor
E019,I02,P003,DevOps,1988-05-05,M,7,Operations,English,Sinhalese,['Royal College'],63.53,Medium,64.79,Medium,1,48,14,15,2,4.333333333333333,3.3333333333333335,3.6666666666666665,2.3333333333333335,2.6666666666666665,3.266666666666667,3.0,3.4,3.4,"He has shown potential, but several gaps in execution and communication affected the team’s workflow. Communication should improve because missing or late updates can delay decisions. Collaboration needs improvement because gaps in follow-up can create confusion for others. In DevOps and operational responsibilities, he shows potential, but could document deployment steps better. This assessment is based on observed delivery, team interaction, and the quality of contribution during the cycle. Overall, he needs focused improvement and closer review in the next appraisal cycle. Working with him is generally manageable, although communication and follow-up can vary depending on workload. Leadership is visible through initiative, guidance, and willingness to take responsibility. Collaboration needs improvement because gaps in follow-up can create confusion for others. In DevOps and operational responsibilities, he supports automation tasks effectively, but could document deployment steps better. The team can work with him effectively when expectations are clear. Overall, he meets many expectations, but more consistency would make the appraisal stronger. From a subordinate perspective, he is generally supportive, although decisions are sometimes communicated late. Time discipline is a strength, and scheduled discussions or deliverables are usually respected. Communication is generally understandable, but updates are not always timely or complete. In DevOps and operational responsibilities, he responds well during deployment issues, but sometimes needs faster escalation during incidents. He usually treats questions professionally, but more open discussion would help junior members. Overall, he meets many expectations, but more consistency would make the appraisal stronger.",-0.14,8,6,8,0.05,Emerging Leadership Pattern,Stable Productivity Pattern,Communication Improvement Needed,Collaboration Support Needed,Active Learning Pattern,Communication Development Required
E020,I02,P004,PM,2003-10-28,F,4,Management,Tamil,Tamil,['Ananda College'],68.52,Medium,69.23,Medium,3,44,17,13,5,1.6666666666666667,2.6666666666666665,5.0,1.6666666666666667,4.0,3.0,3.2,3.0,2.8,"She has completed assigned responsibilities at an acceptable level, but stronger follow-through would improve overall contribution. Leadership is visible through initiative, guidance, and willingness to take responsibility. Problem solving needs development, particularly when issues are unclear or require independent analysis. In project management responsibilities, she supports planning discussions well, but needs to balance delivery pressure with team input. Further improvement should be tracked through upcoming sprint outcomes and communication patterns. Overall, she meets many expectations, but more consistency would make the appraisal stronger. Working with her can be challenging when deadlines are tight because updates are sometimes delayed. Collaboration needs improvement because gaps in follow-up can create confusion for others. Punctuality needs improvement because delays sometimes affect coordination and planning. In project management responsibilities, she shows potential, but could delegate decisions more consistently. Peer collaboration would improve further if she shared blockers earlier. Overall, she needs focused improvement and closer review in the next appraisal cycle. From a subordinate perspective, she needs to improve communication around decisions and expectations. Collaboration needs improvement because gaps in follow-up can create confusion for others. Problem solving needs development, particularly when issues are unclear or require independent analysis. In project management responsibilities, she shows potential, but needs to balance delivery pressure with team input. The guidance received from her influences how confidently others handle their tasks. Overall, she needs focused improvement and closer review in the next appraisal cycle.",-0.62,4,7,8,0.04,Strong Leadership Pattern,Stable Productivity Pattern,Moderate Communication Pattern,Collaboration Support Needed,Active Learning Pattern,Teamwork Development Required
E021,I02,P004,SE,2000-12-20,M,6,Engineering,Sinhala,Sinhalese,['Ananda College'],65.18,Medium,65.76,Medium,3,41,21,6,2,4.333333333333333,4.0,2.0,2.3333333333333335,4.0,3.3333333333333335,3.6,3.0,3.4,"He has met most expectations during this cycle, although there are still areas where consistency can improve. Communication is clear and timely, which helps the team understand progress and risks. Leadership impact is limited, and more ownership is needed during planning and decision-making. In software engineering tasks, he handles implementation details carefully, but could document changes more consistently. Further improvement should be tracked through upcoming sprint outcomes and communication patterns. Overall, he meets many expectations, but more consistency would make the appraisal stronger. He has technical or functional ability, but gaps in coordination sometimes create additional effort for others. Collaboration needs improvement because gaps in follow-up can create confusion for others. Leadership impact is limited, and more ownership is needed during planning and decision-making. In software engineering tasks, he shows potential, but needs to improve estimation accuracy. Peer collaboration would improve further if he shared blockers earlier. Overall, he needs focused improvement and closer review in the next appraisal cycle. From a subordinate perspective, he is generally supportive, although decisions are sometimes communicated late. Time discipline is a strength, and scheduled discussions or deliverables are usually respected. Collaboration is acceptable, although coordination could be more proactive. In software engineering tasks, he clarifies technical dependencies, but sometimes delays status updates. The guidance received from him influences how confidently others handle their tasks. Overall, he meets many expectations, but more consistency would make the appraisal stronger.",-0.37,5,8,8,0.09,Low Leadership Visibility,Stable Productivity Pattern,Moderate Communication Pattern,Collaboration Support Needed,Moderate Learning Pattern,Teamwork Development Required
